"1","DTTO. CAPITAL"
"2","ANZOATEGUI"
"3","APURE"
"4","ARAGUA"
"5","BARINAS"
"6","BOLIVAR"
"7","CARABOBO"
"8","COJEDES"
"9","FALCON"
"10","GUARICO"
"11","LARA"
"12","MERIDA"
"13","MIRANDA"
"14","MONAGAS"
"15","NUEVA ESPARTA"
"16","PORTUGUESA"
"17","SUCRE"
"18","TACHIRA"
"19","TRUJILLO"
"20","YARACUY"
"21","ZULIA"
"22","AMAZONAS"
"23","DELTA AMACURO"
"24","VARGAS"
"99","VOTO EN EL EXTERIOR"
